Dzierżoniów,Ville,Makuszyńskiego,59/06,13,07-465
Gorlice,Ville,Łabędzia,990,41,19-945
Oława,Ville,Paderewskiego,01,31,68-463
Elbląg,Ville,Parkowa,71,5,98-183
Opole,Ville,Jeżynowa,66/15,10,54-266
Nowy Targ,Ville,Sawickiej,923,36,03-420
Zawiercie,Ville,Dworcowa,261,10,83-273
Piastów,Ville,Sienkiewicza,402,48,60-377
Rybnik,Ville,Zaciszna,19/97,30,71-861
Kalisz,Ville,Szczęśliwa,27,36,68-174
Wrocław,Ville,Rajska,58,18,66-573
Łuków,Ville,Nowowiejska,25/93,7,67-638
Świebodzice,Ville,Spółdzielcza,461,3,36-612
Łódź,Ville,Paderewskiego,75/12,37,38-636
Augustów,Ville,Odrzańska,56/93,13,44-639
Goleniów,Ville,Mazowiecka,07/79,18,96-584
Tarnobrzeg,Ville,Kilińskiego,066,24,26-523
Kluczbork,Ville,Lipowa,05,21,77-411
Oświęcim,Ville,Pszenna,46/35,21,48-846
Luboń,Ville,Waryńskiego,92,5,84-368
Wałcz,Ville,Rycerska,749,41,22-658
Krosno,Ville,Jagiellońska,25/94,12,66-986
Stargard Szczeciński,Ville,Wąska,90,5,12-115
Myszków,Ville,Jodłowa,26,50,78-534
Ostrowiec Świętokrzyski,Ville,Rolna,70,36,61-813
Mysłowice,Ville,Floriana,69,2,34-983
Giżycko,Ville,Brzoskwiniowa,345,15,73-855
Oświęcim,Ville,Świerczewskiego,63/94,46,40-971
Włocławek,Ville,Kolonia,86,34,36-834
Knurów,Ville,Konstytucji 3 Maja,64,43,13-348
Wieluń,Ville,Magnoliowa,15/91,31,06-105
Zamość,Ville,Porzeczkowa,62/01,40,35-432
Gniezno,Ville,Władysława Łokietka,57/88,13,49-699
Police,Ville,Źródlana,939,17,56-214
Krotoszyn,Ville,Konopnickiej,30,37,93-204
Oława,Ville,Łąkowa,34/84,22,12-912
Bielawa,Ville,Plażowa,36/71,11,56-306
Piaseczno,Ville,Rejtana,298,1,05-340
Tarnowskie Góry,Ville,Mieszka I,979,16,38-007
Środa Wielkopolska,Ville,Strażacka,787,28,68-191
Brzeg,Ville,Morcinka,99/26,29,81-010
Ruda Śląska,Ville,Gajowa,04,27,97-458
Jastrzębie-Zdrój,Ville,Nałkowskiej,70/87,43,09-786
Białogard,Ville,Moniuszki,946,6,15-566
Gdynia,Ville,Chopina,667,21,13-322
Kędzierzyn-Koźle,Ville,Żwirki i Wigury,77,33,35-027
Biłgoraj,Ville,Rajska,545,37,75-234
Słupsk,Ville,Wałowa,82/13,26,96-944
Śrem,Ville,Waryńskiego,77/79,43,27-271
Wołomin,Ville,Malczewskiego,52,10,59-360
Kłodzko,Ville,Narcyzowa,99/20,27,69-578
Warszawa,Ville,Wiązowa,45/34,31,22-905
Rumia,Ville,Pałacowa,28/21,37,08-680
Jarocin,Ville,Północna,65/05,38,85-880
Racibórz,Ville,Kruczkowskiego,02/14,11,27-917
Szczecin,Ville,Glówna,80/40,23,48-725
Zgierz,Ville,Matejki,47,15,67-212
Zamość,Ville,Tartaczna,27/65,45,16-974
Olsztyn,Ville,Bursztynowa,742,17,35-426
Siedlce,Ville,Truskawkowa,64,49,01-966
Jelenia Góra,Ville,Rolna,580,34,10-681
Szczecinek,Ville,Boczna,23,3,20-187
Bielsko-Biała,Ville,Zamkowa,66,16,96-291
Kędzierzyn-Koźle,Ville,Rolna,78,21,71-947
Jelenia Góra,Ville,Jana Pawła II,39,10,16-367
Grodzisk Mazowiecki,Ville,Mazurska,94/90,42,66-155
Bielsk Podlaski,Ville,Kreta,295,29,11-879
Gdynia,Ville,Spokojna,79/02,33,02-738
Stalowa Wola,Ville,Spacerowa,21/35,10,50-553
Leszno,Ville,Sarnia,451,28,29-865
Słupsk,Ville,Kowalska,48,5,72-193
Łomża,Ville,Handlowa,36/75,40,71-716
Ruda Śląska,Ville,Wspólna,91,7,80-324
Siemianowice Śląskie,Ville,Grabowa,07/84,49,90-651
Nowa Ruda,Ville,Bociania,22/05,9,68-980
Zduńska Wola,Ville,Wodna,58,9,75-222
Tarnowskie Góry,Ville,Kowalska,14,19,48-297
Płock,Ville,Stroma,166,44,05-233
Żory,Ville,Parkowa,271,18,58-022
Chełm,Ville,Bankowa,133,23,23-734
Stalowa Wola,Ville,Kossaka,583,34,57-087
Gdańsk,Ville,Szpitalna,664,21,56-367
Polkowice,Ville,Strzelecka,47,27,54-234
Piastów,Ville,Piaskowa,58/48,31,05-340
Wyszków,Ville,Pocztowa,310,17,35-070
Stalowa Wola,Ville,Kopernika,83/40,50,20-242
Gdynia,Ville,Ludowa,98,14,04-605
Siedlce,Ville,Letniskowa,147,16,04-424
Czeladź,Ville,Żeglarska,57/79,4,82-778
Mława,Ville,Zapolskiej,87,13,12-440
Tarnobrzeg,Ville,Korfantego,33/77,41,53-548
Legnica,Ville,Kusocińskiego,55,16,06-262
Wyszków,Ville,Kasprowicza,71/49,18,16-718
Zambrów,Ville,Stroma,96/27,49,16-960
Wieluń,Ville,Wybickiego,00,15,62-256
Biłgoraj,Ville,Wspólna,92,11,74-330
Wągrowiec,Ville,Miła,18/79,41,57-026
Kędzierzyn-Koźle,Ville,Źródlana,599,43,24-221
Myszków,Ville,Stefana Batorego,24,49,99-402
Września,Ville,Pałacowa,61,27,98-985
Brzeg,Ville,Zdrojowa,801,39,14-940
Opole,Ville,Zakątek,049,38,41-734
Żory,Ville,Lubelska,04/24,48,86-263
Zawiercie,Ville,Letniskowa,434,32,52-394
Mława,Ville,Wiślana,657,50,64-112
Tczew,Ville,Słowianska,28,28,56-207
Skawina,Ville,Miła,00/46,39,61-299
Jelenia Góra,Ville,Targowa,94,44,87-722
Czechowice-Dziedzice,Ville,Dąbrowskiego,633,38,31-922
Łomża,Ville,Rynek,05/07,10,68-541
Suwałki,Ville,Południowa,71,30,81-999
Środa Wielkopolska,Ville,Wieniawskiego,35,7,76-518
Krosno,Ville,Zakole,081,41,20-188
Olsztyn,Ville,Czarnieckiego,95,39,04-095
Biała Podlaska,Ville,Plażowa,58,4,66-196
Dąbrowa Górnicza,Ville,Wilcza,87,40,95-894
Reda,Ville,Traugutta,18/65,18,76-171
Zambrów,Ville,Kraszewskiego,357,21,22-583
Kościan,Ville,Mieszka I,77/37,10,46-621
Ełk,Ville,Dworcowa,62,11,02-129
Zduńska Wola,Ville,Plażowa,05/18,37,55-448
Dzierżoniów,Ville,Klasztorna,64,37,69-024
Koło,Ville,Tulipanowa,142,47,45-719
Czechowice-Dziedzice,Ville,Diamentowa,933,23,35-940
Oleśnica,Ville,Jana III Sobieskiego,46/15,22,66-458
Świecie,Ville,Daleka,67,48,32-414
Puławy,Ville,Wesoła,900,42,93-432
Skierniewice,Ville,Żwirowa,503,11,38-574
Piła,Ville,Rolnicza,770,21,80-530
Sanok,Ville,Sadowa,87,45,62-144
Szczytno,Ville,Mostowa,51,7,52-100
Stargard Szczeciński,Ville,Irysowa,28,24,22-353
Jawor,Ville,Widokowa,04/58,46,21-385
Reda,Ville,Pogodna,63/48,28,40-457
Leszno,Ville,Wrzosowa,58/19,44,21-628
Łaziska Górne,Ville,Szewska,99/73,22,96-463
Brodnica,Ville,Piękna,30/42,27,06-452
Szczecinek,Ville,Lelewela,795,4,27-545
Kalisz,Ville,Tartaczna,25,45,18-731
Piotrków Trybunalski,Ville,Pocztowa,936,1,45-141
Legnica,Ville,Kusocińskiego,216,4,16-411
Świętochłowice,Ville,Północna,803,15,27-132
Legnica,Ville,Tylna,302,46,29-298
Kędzierzyn-Koźle,Ville,Żabia,88,10,24-886
Leszno,Ville,Bursztynowa,07,39,86-934
Pruszków,Ville,Dąbrowskiego,88,47,05-795
Siemianowice Śląskie,Ville,Bociania,89,45,78-047
Knurów,Ville,Daleka,38,14,89-381
Zamość,Ville,Nałkowskiej,16/53,21,24-783
Starachowice,Ville,Młynarska,26/88,10,48-748
Mława,Ville,Klasztorna,617,14,68-270
Brzeg,Ville,Powstańców Śląskich,31,42,61-783
Dąbrowa Górnicza,Ville,Bydgoska,04/81,11,32-187
Bytom,Ville,Szymanowskiego,93,14,51-457
Lębork,Ville,Lazurowa,07,50,18-022
Pabianice,Ville,Kwiatowa,19/31,48,67-198
Sopot,Ville,Częstochowska,89,48,45-501
Tarnobrzeg,Ville,Okulickiego,81/85,46,75-596
Sanok,Ville,Wybickiego,796,40,70-889
Czeladź,Ville,Wiatraczna,51,4,73-122
Żory,Ville,Tuwima,163,22,73-968
Czerwionka-Leszczyny,Ville,Zakole,191,24,47-091
Świdnica,Ville,Malczewskiego,71/72,8,85-080
Kluczbork,Ville,Makowa,672,32,35-117
Dzierżoniów,Ville,Klonowa,82/54,17,53-876
Olkusz,Ville,Kolejowa,60/31,47,63-344
Kraków,Ville,Górnicza,07,32,80-683
Olkusz,Ville,Zaułek,21/73,23,82-764
Kluczbork,Ville,Bukowa,905,29,41-298
Lubliniec,Ville,Orzeszkowej,071,40,63-207
Knurów,Ville,Skłodowskiej-Curie,27/39,23,18-706
Rumia,Ville,Harcerska,013,45,14-430
Bełchatów,Ville,Makuszyńskiego,670,27,77-171
Lubliniec,Ville,Tuwima,38,6,55-197
Sosnowiec,Ville,Porzeczkowa,33/13,25,82-762
Kwidzyn,Ville,Żwirowa,533,41,59-663
Stalowa Wola,Ville,Królewska,616,8,65-365
Ostrów Wielkopolski,Ville,Zapolskiej,08,25,07-702
Konin,Ville,Wolności,19/24,21,89-313
Sandomierz,Ville,Brzozowa,534,36,18-764
Gliwice,Ville,Dąbrowskiego,32,11,73-742
Tarnobrzeg,Ville,Miła,73/63,49,87-672
Koszalin,Ville,Zacisze,54/75,1,97-064
Żary,Ville,Wolności,510,49,25-637
Kluczbork,Ville,Wiązowa,617,25,16-020
Jarosław,Ville,Asnyka,06/47,22,89-757
Lubin,Ville,Jaskółcza,83/90,2,06-078
Bartoszyce,Ville,Pomorska,630,33,11-887
Warszawa,Ville,Żytnia,531,30,48-089
Knurów,Ville,Złota,150,3,99-438
Chojnice,Ville,Nadbrzeżna,055,19,15-785
Białystok,Ville,Lawendowa,789,5,78-509
Łuków,Ville,Wiśniowa,58,8,80-183
Świebodzice,Ville,Warszawska,28/50,45,64-688
Sopot,Ville,Krańcowa,67,24,53-544
Opole,Ville,Fredry,02/21,1,76-195
Chełm,Ville,Zielna,21/76,36,75-748
Jelenia Góra,Ville,Morelowa,37/73,8,46-971
Ruda Śląska,Ville,Koralowa,48/06,8,33-006
Gliwice,Ville,Wiatraczna,06,8,85-436
Czechowice-Dziedzice,Ville,Słoneczna,94/62,39,55-312
Lubartów,Ville,Miłosza,87/62,14,86-515
Łuków,Ville,Poziomkowa,21/66,15,69-454
Poznań,Ville,Kreta,93,19,95-545
Łuków,Ville,Kolejowa,585,41,82-713
Jelenia Góra,Ville,Jadwigi,58/76,44,70-530
Warszawa,Ville,Kościuszki,102,26,42-477
Lębork,Ville,Agrestowa,363,43,01-636
Pabianice,Ville,Turkusowa,91/09,42,29-221
Sochaczew,Ville,Cegielniana,13/63,10,30-183
Radomsko,Ville,Myśliwska,544,3,96-116
Łowicz,Ville,Makowa,881,3,98-229
Sieradz,Ville,Lipowa,978,17,04-809
Puławy,Ville,Składowa,45,49,19-375
Bielsk Podlaski,Ville,Szewska,098,13,40-209
Piekary Śląskie,Ville,Tulipanowa,620,9,74-278
Konin,Ville,Podwale,117,26,27-420
Nowy Dwór Mazowiecki,Ville,Prosta,12/40,1,59-679
Giżycko,Ville,Malczewskiego,94,34,87-967
Nowy Targ,Ville,Matejki,14,26,47-926
Ostróda,Ville,Jadwigi,31/06,13,93-444
Suwałki,Ville,Asnyka,466,1,31-251
Mława,Ville,Kilińskiego,25/28,50,12-279
Myszków,Ville,Gajowa,57,3,52-022
Inowrocław,Ville,Szkolna,438,42,05-382
Rzeszów,Ville,Konwaliowa,56,21,69-853
Konin,Ville,Rolnicza,68,47,70-290
Lębork,Ville,Jana III Sobieskiego,81,45,89-179
Skawina,Ville,Korczaka,906,40,06-736
Tomaszów Mazowiecki,Ville,Majowa,31/06,33,27-247
Świebodzice,Ville,Słowianska,66/35,17,16-092
Elbląg,Ville,Skłodowskiej-Curie,064,23,70-749
Mława,Ville,Słowackiego,119,37,17-359
Tarnowskie Góry,Ville,Grzybowa,59/23,36,73-669
Starachowice,Ville,Podleśna,28/31,12,98-268
Bielsk Podlaski,Ville,Kościuszki,87,22,95-935
Świebodzice,Ville,Nałkowskiej,53,37,80-925
Świdnica,Ville,Poprzeczna,285,12,27-143
Będzin,Ville,Dworska,061,1,44-897
Gdańsk,Ville,Czarnieckiego,829,26,45-734
Przemyśl,Ville,Dąbrowskiej,97,18,49-274
Piekary Śląskie,Ville,Warszawska,57,7,47-946
Legnica,Ville,Średnia,79,16,05-403
Mikołów,Ville,Malczewskiego,00/03,43,68-697
Włocławek,Ville,Jana III Sobieskiego,93/79,12,40-443
Polkowice,Ville,Sienkiewicza,87,43,24-378
Leszno,Ville,Starowiejska,260,31,85-733
Świebodzice,Ville,Stawowa,311,50,24-115
Września,Ville,Krzywa,426,14,62-972
Żyrardów,Ville,Morska,51/08,19,90-129
Dzierżoniów,Ville,Traugutta,401,21,30-633
Gorzów Wielkopolski,Ville,Wyszyńskiego,40/16,1,07-947
Szczecinek,Ville,Spokojna,27/27,33,33-166
Kutno,Ville,Urocza,528,5,02-298
Poznań,Ville,Nowowiejska,49/55,50,63-031
Ostróda,Ville,Krzywa,55/23,32,32-903
Jelenia Góra,Ville,Zwycięstwa,32/18,37,21-312
Bytom,Ville,Bydgoska,24/53,33,32-423
Zakopane,Ville,Tartaczna,27,48,05-639
Dzierżoniów,Ville,Krucza,21/05,47,88-644
Legionowo,Ville,Pułaskiego,36,17,24-752
Nysa,Ville,Słowackiego,42,14,82-982
Skarżysko-Kamienna,Ville,Strumykowa,75,29,81-902
Kluczbork,Ville,Jana III Sobieskiego,99/19,47,28-460
Czechowice-Dziedzice,Ville,Malczewskiego,14,20,44-367
Mielec,Ville,Sucharskiego,72,26,54-287
Bytom,Ville,Władysława Łokietka,24,48,17-389
Zabrze,Ville,Łąkowa,06/78,17,49-109
Zawiercie,Ville,Magnoliowa,299,21,36-660
Marki,Ville,Towarowa,12/50,8,76-732
Skawina,Ville,Ściegiennego,22/28,35,02-271
Świdnik,Ville,Brzozowa,524,31,80-305
Pruszków,Ville,Królewska,13/37,11,01-534
Otwock,Ville,Głogowa,45/29,27,69-906
Skawina,Ville,Prosta,19/18,16,91-260
Nowy Targ,Ville,Moniuszki,94/34,11,28-168
Piotrków Trybunalski,Ville,Sawickiej,591,18,45-870
Piotrków Trybunalski,Ville,Mokra,444,8,91-209
Świnoujście,Ville,Bolesława Krzywoustego,06/98,15,32-063
Knurów,Ville,Jabłoniowa,854,8,62-568
Nowy Sącz,Ville,Lipca,40,15,41-294
Sandomierz,Ville,Północna,741,5,16-168
Toruń,Ville,Sadowa,380,22,76-461
Kutno,Ville,Mieszka I,82,37,20-207
Zgierz,Ville,Łączna,293,27,44-881
Łuków,Ville,Wiosenna,404,2,19-126
Siemianowice Śląskie,Ville,Bydgoska,549,42,18-520
Zakopane,Ville,Szkolna,42,27,66-388
Nysa,Ville,Cyprysowa,823,17,74-924
Rybnik,Ville,Tysiąclecia,30,6,42-490
Zduńska Wola,Ville,Jodłowa,95/27,13,61-883
Tczew,Ville,Cyprysowa,24/41,40,37-950
Pruszcz Gdański,Ville,Krótka,593,47,45-690
Siemianowice Śląskie,Ville,Miarki,856,1,20-466
Żary,Ville,Sowia,272,19,49-948
Jelenia Góra,Ville,Wodna,039,19,40-292
Włocławek,Ville,Willowa,28/68,7,21-872
Płońsk,Ville,Składowa,41/24,8,93-986
Konin,Ville,Cegielniana,68/52,24,21-308
Wodzisław Śląski,Ville,Starowiejska,12/20,42,67-081
Krotoszyn,Ville,Kolejowa,502,35,01-168
Czerwionka-Leszczyny,Ville,Żabia,83,37,35-394
Wrocław,Ville,Mickiewicza,042,16,64-479
Giżycko,Ville,Polna,873,14,08-219
Rzeszów,Ville,Kochanowskiego,000,27,30-023
Zgorzelec,Ville,Ściegiennego,120,41,27-165
Łomża,Ville,Bankowa,53/86,12,01-733
Jastrzębie-Zdrój,Ville,Gajowa,77/67,21,34-573
Lubliniec,Ville,Ciasna,44,23,49-545
Wałcz,Ville,Piwna,94/67,30,64-628
Ruda Śląska,Ville,Jana,39/07,17,10-851
Ząbki,Ville,Słoneczna,03,4,34-275
Legnica,Ville,Wyszyńskiego,66,8,17-110
Opole,Ville,Paderewskiego,71,32,83-445
Wyszków,Ville,Azaliowa,52,12,78-616
Sopot,Ville,Olchowa,24/26,31,79-697
Bielsk Podlaski,Ville,Chełmońskiego,118,43,29-604
Sandomierz,Ville,Dobra,29,10,16-763
Zawiercie,Ville,Tęczowa,41/64,22,34-076
Olkusz,Ville,Narcyzowa,61,45,25-338
Konin,Ville,Liliowa,680,16,02-410
Police,Ville,Jana III Sobieskiego,72/04,44,15-500
Wągrowiec,Ville,Traugutta,67,31,03-213
Wrocław,Ville,Bolesława Krzywoustego,51,42,19-809
Środa Wielkopolska,Ville,Podleśna,394,43,63-703
Żory,Ville,Cisowa,74,39,59-543
Kluczbork,Ville,Ceglana,246,16,95-773
Lubliniec,Ville,Listopada,786,44,64-824
Grudziądz,Ville,Kamienna,05,43,89-603
Czerwionka-Leszczyny,Ville,Rycerska,385,15,43-081
Olsztyn,Ville,Witosa,18/14,3,09-767
Otwock,Ville,Rajska,14,6,33-446
Iława,Ville,Orzeszkowej,56,15,86-920
Wałcz,Ville,Kreta,88/36,39,33-102
Krotoszyn,Ville,Bankowa,27/10,40,62-731
Ząbki,Ville,Brzechwy,87/78,3,77-918
Tarnobrzeg,Ville,Wiatraczna,01/36,14,06-403
Poznań,Ville,Baczynskiego,66,45,78-828
Kalisz,Ville,Żytnia,701,9,19-695
Świnoujście,Ville,Paderewskiego,81/12,42,93-385
Świnoujście,Ville,Konstytucji 3 Maja,91/88,38,60-345
Wałbrzych,Ville,Azaliowa,855,9,02-960
Skierniewice,Ville,Prosta,35/42,30,44-684
Swarzędz,Ville,Śląska,491,45,33-805
Grodzisk Mazowiecki,Ville,Korfantego,03,4,51-658
Tomaszów Mazowiecki,Ville,Częstochowska,51/34,33,65-523
Katowice,Ville,Tartaczna,805,11,65-910
Reda,Ville,Sosnowa,30,18,21-332
Łomża,Ville,Pułaskiego,08/94,34,17-466
Chorzów,Ville,Perłowa,48,30,69-621
Starachowice,Ville,Srebrna,82,15,95-622
Starachowice,Ville,Jesienna,872,27,15-633
Piotrków Trybunalski,Ville,Orzechowa,37,47,94-551
Tomaszów Mazowiecki,Ville,Żytnia,55/70,5,50-874
Oleśnica,Ville,Ptasia,081,25,88-854
Białogard,Ville,Górnicza,10,38,07-903
Łomża,Ville,Sikorskiego,03,45,15-394
Świecie,Ville,Jarzębinowa,46/31,36,70-092
Marki,Ville,Okrężna,682,21,79-374
Bełchatów,Ville,Borowa,038,3,71-021
Olsztyn,Ville,Tylna,32/92,16,63-054
Świecie,Ville,Zachodnia,918,50,70-150
Nowa Ruda,Ville,Bałtycka,220,33,38-403
Mysłowice,Ville,Czarnieckiego,56,34,37-283
Elbląg,Ville,Bolesława Chrobrego,70/76,15,72-454
Szczecinek,Ville,Konstytucji 3 Maja,721,23,76-222
Lubliniec,Ville,Nadrzeczna,905,25,78-812
Kraśnik,Ville,Pszenna,94/59,35,66-028
Krosno,Ville,Polna,171,5,61-597
Krosno,Ville,Poznańska,39,3,67-378
Siemianowice Śląskie,Ville,Bydgoska,13,30,81-811
Zgierz,Ville,Grzybowa,84/67,25,88-013
Koszalin,Ville,Radosna,995,7,25-525
Mińsk Mazowiecki,Ville,Gdańska,07,41,62-231
Biała Podlaska,Ville,Piaskowa,667,21,15-421
Mysłowice,Ville,Krasickiego,183,39,67-381
Ząbki,Ville,Strażacka,760,39,61-001
Tczew,Ville,Harcerska,13/35,41,20-931
Białogard,Ville,Dolna,78,16,35-571
Leszno,Ville,Łąkowa,26/88,5,78-586
Świętochłowice,Ville,Niecała,471,36,05-492
Kraśnik,Ville,Szpitalna,014,22,04-708
Przemyśl,Ville,Śląska,30/16,43,06-524
Opole,Ville,Kasztanowa,16/60,38,72-667
Pabianice,Ville,Borówkowa,65,20,30-037
Kluczbork,Ville,Orkana,286,18,74-137
Śrem,Ville,Łąkowa,63,24,17-863
Kutno,Ville,Bociania,49/90,16,22-660
Ostróda,Ville,Wróblewskiego,082,5,62-821
Jaworzno,Ville,Maja,51,44,80-531
Białystok,Ville,Paderewskiego,365,27,89-574
Katowice,Ville,Podwale,041,42,48-675
Oświęcim,Ville,Harcerska,63/86,24,86-874
Polkowice,Ville,Stroma,99/88,3,94-364
Pszczyna,Ville,Azaliowa,59,13,26-120
Kościan,Ville,Kalinowa,73/42,43,25-829
Kłodzko,Ville,Wąska,90/18,45,74-196
Zambrów,Ville,Cedrowa,028,22,58-071
Radom,Ville,Błękitna,53,1,20-255
Łowicz,Ville,Zbożowa,049,48,38-037
Koło,Ville,Wrocławska,03,7,22-938
Zabrze,Ville,Bukowa,926,33,94-725
Zamość,Ville,Kruczkowskiego,206,33,31-564
Bochnia,Ville,Przechodnia,18,18,71-800
Gniezno,Ville,Polna,42/33,35,37-448
Gniezno,Ville,Zdrojowa,841,50,71-455
Krosno,Ville,Wczasowa,69/47,38,74-329
Chorzów,Ville,Działkowa,48,5,03-197
Luboń,Ville,Dworcowa,489,9,79-571
Dębica,Ville,Wiejska,76,50,88-390
Skierniewice,Ville,Boczna,39/94,27,39-944
Kalisz,Ville,Pomorska,197,38,91-139
Kętrzyn,Ville,Jaworowa,14/25,7,30-118
Kościan,Ville,Krakowska,571,3,65-439
Gorlice,Ville,Kreta,70/98,36,44-385
Luboń,Ville,Władysława Jagiełły,146,30,35-851
Lublin,Ville,Pomorska,231,25,46-542
Wrocław,Ville,Jabłoniowa,12,12,06-883
Żary,Ville,Dobra,13/26,49,57-777
Oleśnica,Ville,Wiklinowa,390,49,52-545
Żyrardów,Ville,Sawickiej,568,7,02-687
Zamość,Ville,Korczaka,563,21,26-103
Sanok,Ville,Zielna,35,13,22-208
Jastrzębie-Zdrój,Ville,Składowa,82/98,46,71-954
Świecie,Ville,Wyzwolenia,961,45,86-215
Piotrków Trybunalski,Ville,Konstytucji 3 Maja,248,17,53-985
Jaworzno,Ville,Jana Pawła II,70,39,51-157
Bytom,Ville,Mokra,32,24,87-185
Stargard Szczeciński,Ville,Sucharskiego,34,29,67-752
Przemyśl,Ville,Sawickiej,55,35,73-908
Żary,Ville,Żeglarska,746,47,43-011
Malbork,Ville,Turystyczna,32/52,17,87-323
Swarzędz,Ville,Piastowska,795,39,74-850
Łuków,Ville,Morelowa,77,15,66-925
Łaziska Górne,Ville,Wiklinowa,429,29,79-972
Wałbrzych,Ville,Opolska,130,7,93-684
Świnoujście,Ville,Tysiąclecia,32,12,19-698
Września,Ville,Szarych Szeregów,32,9,77-284
Zamość,Ville,Jana,41,37,83-898
Jasło,Ville,Kilińskiego,862,32,44-085
Szczecinek,Ville,Jana III Sobieskiego,092,46,09-701
Jelenia Góra,Ville,Jabłoniowa,734,2,53-601
Starogard Gdański,Ville,Zapolskiej,68/98,7,47-081
Suwałki,Ville,Wyszyńskiego,41,14,86-645
Stargard Szczeciński,Ville,Kilińskiego,70/17,12,30-396
Olkusz,Ville,Cmentarna,11/94,11,69-191
Kluczbork,Ville,Klonowa,383,15,83-265
Będzin,Ville,Widokowa,84,33,56-263
Sanok,Ville,Myśliwska,54,4,43-766
Piaseczno,Ville,Agrestowa,24,11,45-058
Będzin,Ville,Słoneczna,35/07,43,40-684
Biłgoraj,Ville,Witosa,99,42,51-907
Chełm,Ville,Ściegiennego,697,41,51-066
Giżycko,Ville,Krasińskiego,13,48,61-015
Szczytno,Ville,Krańcowa,90,40,97-514
Bydgoszcz,Ville,Południowa,57,14,89-120
Mysłowice,Ville,Mieszka I,881,29,99-860
Czeladź,Ville,Graniczna,18,1,43-047
Puławy,Ville,Stefana Batorego,045,36,77-221
Piła,Ville,Dojazdowa,021,33,34-560
Wodzisław Śląski,Ville,Harcerska,39/03,16,46-262
Biłgoraj,Ville,Przemysłowa,60,29,60-220
Piotrków Trybunalski,Ville,Długosza,653,13,25-874
Wieluń,Ville,Olchowa,64,40,92-174
Świdnica,Ville,Dolna,99/52,35,38-970
Nowy Dwór Mazowiecki,Ville,Towarowa,73,23,88-268
Jaworzno,Ville,Swierkowa,82,45,58-411
Augustów,Ville,Cmentarna,43/04,6,88-013
Wałcz,Ville,Sawickiej,28/35,5,51-143
Tarnobrzeg,Ville,Nowowiejska,80,22,89-676
Lublin,Ville,Cyprysowa,21,9,89-603
Gniezno,Ville,Wczasowa,41,3,86-626
Wągrowiec,Ville,Skrajna,45,44,93-192
Piła,Ville,Szczęśliwa,68,23,19-463
Sieradz,Ville,Głogowa,442,27,29-555
Iława,Ville,Malczewskiego,392,39,81-669
Ostrołęka,Ville,Wałowa,72,48,54-655
Brodnica,Ville,Wyzwolenia,08,38,92-109
Gniezno,Ville,Szmaragdowa,70/53,5,79-074
Będzin,Ville,Brzoskwiniowa,676,17,10-972
Starogard Gdański,Ville,Jagiellońska,44/19,4,75-585
Skierniewice,Ville,Mała,452,9,58-103
Tarnowskie Góry,Ville,Kossaka,65/75,29,12-095
Pszczyna,Ville,Borowa,61,49,13-782
Biłgoraj,Ville,Wiosenna,98/59,13,92-105
Ostrów Mazowiecka,Ville,Sowia,56,40,67-345
Radom,Ville,Myśliwska,78,42,69-688
Wrocław,Ville,Tęczowa,822,11,99-693
Otwock,Ville,Hutnicza,016,5,12-166
Sieradz,Ville,Cmentarna,99,2,47-398
Kędzierzyn-Koźle,Ville,Podgórna,95/95,3,53-443
Jarosław,Ville,Rycerska,40,28,97-291
Biała Podlaska,Ville,Wybickiego,969,33,72-730
Tomaszów Mazowiecki,Ville,Okrzei,00/08,22,08-900
Toruń,Ville,Fabryczna,21/66,19,51-143
Wieluń,Ville,Dojazdowa,65/43,22,66-301
Wałbrzych,Ville,Skłodowskiej-Curie,28,48,65-360
Olsztyn,Ville,Dąbrowskiej,603,32,22-076
Czerwionka-Leszczyny,Ville,Irysowa,27,13,42-470
Sieradz,Ville,Szczęśliwa,65/16,49,83-095
Lębork,Ville,Liliowa,05/59,14,11-166
Rumia,Ville,Jadwigi,33/96,17,25-917
Świdnik,Ville,Zbożowa,99,50,63-364
Jaworzno,Ville,Podmiejska,82,3,24-505
Zambrów,Ville,Sokola,52,14,73-457
Lubartów,Ville,Plażowa,735,17,28-488
Katowice,Ville,Górska,10,49,33-662
Bochnia,Ville,Południowa,563,32,51-230
Zabrze,Ville,Skośna,795,8,41-037
Gorlice,Ville,Miarki,188,28,71-298
Zduńska Wola,Ville,Zaułek,77,19,69-171
Dzierżoniów,Ville,Miodowa,49/40,45,96-531
Swarzędz,Ville,Reja,082,32,33-483
Poznań,Ville,Chmielna,99/04,17,73-731
Siedlce,Ville,Spółdzielcza,83/28,15,41-210
Sosnowiec,Ville,Działkowa,57/63,13,53-918
Kutno,Ville,Brzoskwiniowa,910,10,95-242
Zakopane,Ville,Wolności,042,16,76-591
Głogów,Ville,Źródlana,807,50,78-175
Lubartów,Ville,Łąkowa,34/70,41,49-846
Bielawa,Ville,Kościuszki,74,37,30-091
Wejherowo,Ville,Okrężna,48,22,50-857
Łuków,Ville,Żwirki i Wigury,89/59,47,61-879
Dzierżoniów,Ville,Mazowiecka,51/71,29,73-516
Iława,Ville,Reymonta,10,50,13-511
Września,Ville,Dworska,149,21,81-990
Nowa Sól,Ville,Witosa,84/56,30,68-287
Płońsk,Ville,Wspólna,62,48,51-640
Radom,Ville,Jarzębinowa,562,3,53-515
